Selling Duration (in days),Selling Price (in euros),stad,Bouwjaar
33,275000,eindhoven,2004
21,4e+05,eindhoven,2007
13,409500,eindhoven,1988
17,379000,eindhoven,1935
42,759000,eindhoven,1976
34,155000,eindhoven,2010
32,315750,eindhoven,2022
29,395000,eindhoven,2022
39,345750,eindhoven,2022
36,360000,eindhoven,2022
28,1e+06,eindhoven,2015
21,339000,eindhoven,1985
29,450000,eindhoven,1999
43,695000,eindhoven,1900
12,260000,eindhoven,1955
110,644000,eindhoven,2019
453,549000,eindhoven,2008
0,3e+05,eindhoven,1992
23,275000,eindhoven,1953
313,439500,eindhoven,2006
9,325000,eindhoven,1998
36,275000,eindhoven,1959
24,225000,eindhoven,1968
13,535000,eindhoven,1982
23,350000,eindhoven,1953
9,287500,eindhoven,1968
59,315000,eindhoven,1983
17,3e+05,eindhoven,1958
19,209000,eindhoven,1978
34,309000,eindhoven,1966
18,595000,eindhoven,2000
16,130000,eindhoven,1975
25,269000,eindhoven,1974
18,265000,eindhoven,1969
30,849000,eindhoven,1978
10,625000,eindhoven,1957
35,750000,eindhoven,1950
12,280000,eindhoven,1955
17,279500,eindhoven,1979
14,4e+05,eindhoven,2012
15,279000,eindhoven,1993
20,495000,eindhoven,2002
20,549000,eindhoven,1998
7,359000,eindhoven,2018
20,325000,eindhoven,1973
19,519000,eindhoven,1935
13,309000,eindhoven,1935
19,325000,eindhoven,1935
15,335000,eindhoven,1975
34,345000,eindhoven,1960
66,310000,eindhoven,1983
50,749000,eindhoven,1992
315,749500,eindhoven,1928
32,275000,eindhoven,1972
14,275000,eindhoven,1929
26,309000,eindhoven,1988
19,285000,eindhoven,1979
38,425000,eindhoven,1935
48,310000,eindhoven,1921
20,3e+05,eindhoven,1975
16,275000,eindhoven,1953
13,325000,eindhoven,2003
18,250000,eindhoven,2011
15,319000,eindhoven,1960
20,250000,eindhoven,1958
162,250000,eindhoven,1967
41,3e+05,eindhoven,1998
125,619000,eindhoven,1978
13,350000,eindhoven,1928
20,199000,eindhoven,1959
10,299500,eindhoven,1976
44,250000,eindhoven,1953
13,4e+05,eindhoven,2010
13,315000,eindhoven,1987
22,285000,eindhoven,1959
21,375000,eindhoven,2012
118,319500,eindhoven,1954
20,259000,eindhoven,1972
11,439000,eindhoven,1934
17,389000,eindhoven,1953
447,855000,eindhoven,1976
-1,592500,eindhoven,1938
0,1050000,eindhoven,1956
199,589500,eindhoven,1993
29,350000,eindhoven,1954
25,350000,eindhoven,1940
100,359000,eindhoven,1935
89,475000,eindhoven,2010
19,385000,eindhoven,1998
16,549000,eindhoven,1998
61,325000,eindhoven,1962
17,282500,eindhoven,1953
14,375000,eindhoven,1956
20,455000,eindhoven,1995
17,725000,eindhoven,1997
48,1550000,eindhoven,1917
85,399000,eindhoven,1992
35,225000,eindhoven,1968
16,4e+05,eindhoven,2019
10,395000,eindhoven,1986
13,370000,eindhoven,1964
60,425000,eindhoven,2000
17,410000,eindhoven,2008
18,275000,eindhoven,1904
68,299000,eindhoven,1984
16,325000,eindhoven,1980
12,745000,eindhoven,1928
30,209000,eindhoven,1930
19,139000,eindhoven,1919
17,189000,eindhoven,2008
23,399000,eindhoven,2016
24,275000,eindhoven,1987
18,429000,eindhoven,1992
12,310000,eindhoven,1968
21,4e+05,eindhoven,1965
36,225000,eindhoven,1938
305,305000,eindhoven,1962
92,370000,eindhoven,2021
108,358000,eindhoven,2021
108,364500,eindhoven,2021
92,362500,eindhoven,2021
92,367500,eindhoven,2021
96,298500,eindhoven,1976
13,435000,eindhoven,2022
19,390000,eindhoven,2022
14,440000,eindhoven,2022
20,365000,eindhoven,2022
23,450000,eindhoven,2022
53,375000,eindhoven,1987
11,350000,eindhoven,1969
10,325000,eindhoven,2006
20,350000,eindhoven,2003
21,225000,eindhoven,1972
10,275000,eindhoven,2008
24,350000,eindhoven,1974
23,875000,eindhoven,1993
34,479000,eindhoven,1975
25,450000,eindhoven,2008
57,214500,eindhoven,1978
38,375000,eindhoven,1999
25,275000,eindhoven,1968
19,350000,eindhoven,2006
85,375000,eindhoven,2009
40,275000,eindhoven,1937
0,3e+05,eindhoven,1998
29,750000,eindhoven,2016
19,325000,eindhoven,1981
72,325000,eindhoven,1978
31,259000,eindhoven,1960
32,275000,eindhoven,1953
29,3e+05,eindhoven,1935
19,310000,eindhoven,1972
25,230000,eindhoven,1983
11,245000,eindhoven,1998
17,375000,eindhoven,1993
29,520000,eindhoven,1938
21,309000,eindhoven,1923
20,339500,eindhoven,1984
30,475000,eindhoven,1927
92,389000,eindhoven,2009
89,299500,eindhoven,1973
138,439000,eindhoven,1988
41,215000,eindhoven,1980
15,350000,eindhoven,2016
56,650000,eindhoven,2012
66,350000,eindhoven,1976
12,310000,eindhoven,1957
30,450000,eindhoven,2010
48,489000,eindhoven,2020
100,225000,eindhoven,1969
16,4e+05,eindhoven,1938
24,450000,eindhoven,1928
16,429000,eindhoven,2007
19,399000,eindhoven,1923
19,3e+05,eindhoven,1998
17,295000,eindhoven,1983
33,485000,eindhoven,1978
13,2e+05,eindhoven,1964
15,169500,eindhoven,1924
17,325000,eindhoven,1929
16,3e+05,eindhoven,2003
74,245000,eindhoven,1974
85,350000,eindhoven,1975
86,225000,eindhoven,1930
169,290000,eindhoven,1987
39,299500,eindhoven,1934
77,475000,eindhoven,1999
11,325000,eindhoven,1998
17,375000,eindhoven,1972
200,5e+05,eindhoven,1992
49,550000,eindhoven,1994
15,369000,eindhoven,1985
21,275000,eindhoven,1967
63,165000,eindhoven,1927
14,5e+05,eindhoven,1935
27,350000,eindhoven,1938
18,4e+05,eindhoven,2002
14,350000,eindhoven,1979
24,325000,eindhoven,1979
6,495000,eindhoven,1993
64,399000,eindhoven,1972
118,4e+05,eindhoven,1989
82,3e+05,eindhoven,2004
105,340000,eindhoven,2001
17,409000,eindhoven,1987
12,275000,eindhoven,1966
17,225000,eindhoven,1967
19,325000,eindhoven,1962
70,2e+05,eindhoven,1967
23,425000,eindhoven,1995
27,425000,eindhoven,2016
89,275000,eindhoven,1961
26,350000,eindhoven,1938
15,409000,eindhoven,1970
14,315000,eindhoven,1984
19,284000,eindhoven,1993
16,325000,eindhoven,1974
31,420000,eindhoven,1995
101,325000,eindhoven,1954
20,225000,eindhoven,1972
24,355000,eindhoven,1999
60,425000,eindhoven,1985
79,535000,eindhoven,1953
12,275000,eindhoven,1979
29,310000,eindhoven,1975
21,380000,eindhoven,2017
47,525000,eindhoven,2001
23,250000,eindhoven,1955
14,275000,eindhoven,1970
6,275000,eindhoven,1950
17,389500,eindhoven,2005
16,350000,eindhoven,1975
13,389500,eindhoven,1995
12,179500,eindhoven,2011
122,135000,eindhoven,2009
62,275000,eindhoven,1983
22,259500,eindhoven,2011
18,450000,eindhoven,1972
16,4e+05,eindhoven,2009
21,389000,eindhoven,2008
72,339500,eindhoven,1935
52,749000,eindhoven,1992
24,299000,eindhoven,1965
247,769500,eindhoven,1980
23,280000,eindhoven,1974
34,275000,eindhoven,1974
13,275000,eindhoven,1986
15,750000,eindhoven,2006
26,289000,eindhoven,1981
72,339500,eindhoven,2003
25,795000,eindhoven,1934
51,369000,eindhoven,1981
16,225000,eindhoven,1968
14,199000,eindhoven,1953
24,225000,eindhoven,1959
153,449000,eindhoven,1927
122,3e+05,eindhoven,2004
20,435000,eindhoven,1938
7,450000,eindhoven,1974
26,385000,eindhoven,1991
12,185000,eindhoven,1966
51,3e+05,eindhoven,1962
40,389500,eindhoven,2012
123,865000,eindhoven,2013
32,3e+05,eindhoven,1975
20,295000,eindhoven,1994
24,325000,eindhoven,1970
19,290000,eindhoven,1985
15,250000,eindhoven,1951
21,239000,eindhoven,1965
26,525000,eindhoven,1976
38,290000,eindhoven,1965
26,275000,eindhoven,1934
23,350000,eindhoven,2002
21,339000,eindhoven,1930
18,250000,eindhoven,1938
40,885000,eindhoven,2008
18,325000,eindhoven,1938
14,325000,eindhoven,1933
15,369500,eindhoven,2012
20,3e+05,eindhoven,2003
78,250000,eindhoven,2003
13,345000,eindhoven,2016
87,390000,eindhoven,2003
19,325000,eindhoven,1935
892,749000,eindhoven,1999
14,265000,eindhoven,1950
41,350000,eindhoven,1930
24,165000,eindhoven,1924
22,289000,eindhoven,1999
23,239000,eindhoven,1964
20,275000,eindhoven,1967
24,5e+05,eindhoven,1990
7,339500,eindhoven,2003
10,555000,eindhoven,2003
18,375000,eindhoven,1924
26,319000,eindhoven,1960
40,209500,eindhoven,2009
27,289000,eindhoven,1984
22,250000,eindhoven,1929
14,425000,eindhoven,1970
15,260000,eindhoven,1979
15,275000,eindhoven,1985
39,3e+05,eindhoven,1972
0,625000,eindhoven,2006
8,375000,eindhoven,2014
26,250000,eindhoven,1955
61,369000,eindhoven,1965
21,4e+05,eindhoven,1938
97,735000,eindhoven,1972
15,239500,eindhoven,1986
20,299000,eindhoven,1984
20,375000,eindhoven,1973
0,300750,eindhoven,2022
0,300750,eindhoven,2022
0,300750,eindhoven,2022
0,300750,eindhoven,2022
0,315750,eindhoven,2022
0,315750,eindhoven,2022
0,285000,eindhoven,2022
0,285000,eindhoven,2022
0,300750,eindhoven,2022
0,310750,eindhoven,2022
0,440000,eindhoven,2022
0,390000,eindhoven,2022
0,370000,eindhoven,2022
0,345750,eindhoven,2022
0,360000,eindhoven,2022
0,345750,eindhoven,2022
0,385000,eindhoven,2022
0,360000,eindhoven,2022
0,345750,eindhoven,2022
0,345750,eindhoven,2022
0,455000,eindhoven,2022
0,345750,eindhoven,2022
0,435000,eindhoven,2022
0,345750,eindhoven,2022
0,360000,eindhoven,2022
0,420000,eindhoven,2022
0,435000,eindhoven,2022
0,345750,eindhoven,2022
0,380000,eindhoven,2022
0,380000,eindhoven,2022
0,345750,eindhoven,2022
0,345750,eindhoven,2022
0,345750,eindhoven,2022
0,345750,eindhoven,2022
0,365000,eindhoven,2022
21,319000,eindhoven,1979
35,225000,eindhoven,1989
13,225000,eindhoven,1975
18,195000,eindhoven,1974
36,450000,eindhoven,1928
119,429000,eindhoven,1996
25,395000,eindhoven,1928
15,325000,eindhoven,1938
77,495000,eindhoven,1938
0,575000,eindhoven,1925
31,585000,eindhoven,1922
29,325000,eindhoven,1988
39,5e+05,eindhoven,2018
15,425000,eindhoven,1995
42,325000,eindhoven,1987
40,239000,eindhoven,1975
12,5e+05,eindhoven,2008
21,375000,eindhoven,2005
24,199000,eindhoven,2007
34,489000,eindhoven,1999
17,3e+05,eindhoven,1989
39,485000,eindhoven,1937
9,306000,eindhoven,1957
15,2e+05,eindhoven,1991
86,225000,eindhoven,1969
9,515000,eindhoven,1993
32,815000,eindhoven,1930
11,415000,eindhoven,2010
19,279000,eindhoven,1935
23,238500,eindhoven,1968
39,235000,eindhoven,1928
34,340000,eindhoven,2012
14,259000,eindhoven,1938
9,375000,eindhoven,1998
25,3e+05,eindhoven,1986
28,589000,eindhoven,1997
17,435000,eindhoven,1997
16,325000,eindhoven,1993
31,245000,eindhoven,1983
24,250000,eindhoven,1960
23,310000,eindhoven,1972
19,4e+05,eindhoven,1998
26,935000,eindhoven,1980
392,339000,eindhoven,1954
26,349000,eindhoven,1979
55,779000,eindhoven,2015
44,545000,eindhoven,2007
27,365000,eindhoven,1976
51,309000,eindhoven,1980
6,289000,eindhoven,1966
17,325000,eindhoven,1935
61,650000,eindhoven,1989
22,250000,eindhoven,1999
14,239000,eindhoven,1953
49,314000,eindhoven,1959
29,225000,eindhoven,1949
75,165000,eindhoven,1975
17,250000,eindhoven,1960
176,250000,eindhoven,1974
62,269000,eindhoven,1930
23,250000,eindhoven,2008
14,325000,eindhoven,1984
22,489000,eindhoven,1993
11,369000,eindhoven,1927
16,5e+05,eindhoven,2016
93,325000,eindhoven,1984
19,3e+05,eindhoven,1962
15,2e+05,eindhoven,1977
41,375000,eindhoven,1924
10,295000,eindhoven,1921
11,685000,eindhoven,1997
17,275000,eindhoven,1971
14,359500,eindhoven,1935
10,350000,eindhoven,1937
20,325000,eindhoven,1979
88,525000,eindhoven,2019
33,275000,eindhoven,1961
31,599000,eindhoven,1987
238,475000,eindhoven,2003
21,350000,eindhoven,2013
23,225000,eindhoven,1979
14,297500,eindhoven,1961
21,499500,eindhoven,1973
18,185000,eindhoven,1972
58,315000,eindhoven,1929
15,210000,eindhoven,1966
23,190000,eindhoven,1960
60,485000,eindhoven,1938
54,375000,eindhoven,2007
9,285000,eindhoven,1974
47,315000,eindhoven,1973
29,419000,eindhoven,1995
31,225000,eindhoven,1972
5,465000,eindhoven,2003
39,389000,eindhoven,1986
-1,325000,eindhoven,1987
13,525000,eindhoven,2009
92,515000,eindhoven,2007
28,2e+05,eindhoven,1977
41,275000,eindhoven,1965
7,299500,eindhoven,1935
40,310000,eindhoven,1925
15,389000,eindhoven,2016
54,399000,eindhoven,1930
20,269000,eindhoven,1978
5,299000,eindhoven,2011
17,289000,eindhoven,1994
21,219500,eindhoven,1958
24,269000,eindhoven,1959
37,695000,eindhoven,1995
0,215000,eindhoven,1969
21,350000,eindhoven,2006
23,3e+05,eindhoven,1929
62,339000,eindhoven,2006
9,459000,eindhoven,1929
21,249500,eindhoven,1935
58,309000,eindhoven,1929
13,409000,eindhoven,2017
27,685000,eindhoven,1996
33,665000,eindhoven,1952
18,329000,eindhoven,1924
12,235000,eindhoven,1968
24,275000,eindhoven,1938
20,409000,eindhoven,2001
69,285000,eindhoven,1968
190,735000,eindhoven,1935
73,310000,eindhoven,1981
48,525000,eindhoven,1938
23,5e+05,eindhoven,1975
17,225000,eindhoven,1969
26,225000,eindhoven,1963
365,625000,eindhoven,1992
62,339000,eindhoven,1999
69,479000,eindhoven,1919
22,260000,eindhoven,1968
46,6e+05,eindhoven,2020
21,350000,eindhoven,1960
19,375000,eindhoven,2019
30,275000,eindhoven,1963
19,225000,eindhoven,1967
20,389000,eindhoven,1929
28,210000,eindhoven,1982
2,275000,eindhoven,1978
15,219000,eindhoven,1969
100,365000,eindhoven,1935
75,325000,eindhoven,2000
19,459000,eindhoven,1994
21,250000,eindhoven,1981
111,429000,eindhoven,2006
14,326000,eindhoven,1928
19,250000,eindhoven,1967
31,250000,eindhoven,1969
21,309000,eindhoven,1984
18,189000,eindhoven,1978
14,375000,eindhoven,1975
79,360000,eindhoven,2005
268,1575000,eindhoven,1979
75,520000,eindhoven,1922
28,375000,eindhoven,1940
39,199000,eindhoven,1978
118,743500,eindhoven,2019
105,326000,eindhoven,1959
55,350000,eindhoven,1976
32,399500,eindhoven,1989
31,225000,eindhoven,1954
29,175000,eindhoven,1979
9,359000,eindhoven,1935
28,338000,eindhoven,1986
28,475000,eindhoven,1998
76,409000,eindhoven,1994
28,125000,eindhoven,1975
11,240000,eindhoven,2008
18,647000,eindhoven,1994
34,8e+05,eindhoven,1952
16,3e+05,eindhoven,1930
12,275000,eindhoven,1960
78,325000,eindhoven,1986
56,1200000,eindhoven,2011
37,750000,eindhoven,1978
50,489000,eindhoven,1974
19,259500,eindhoven,2012
17,289000,eindhoven,1974
22,289000,eindhoven,1972
13,498000,eindhoven,2003
17,350000,eindhoven,1978
16,265000,eindhoven,1964
14,450000,eindhoven,1953
14,3e+05,eindhoven,1962
19,459000,eindhoven,2016
4,615000,eindhoven,1930
22,369500,eindhoven,1999
39,325000,eindhoven,1977
17,169000,eindhoven,1970
104,430000,eindhoven,1972
23,360000,eindhoven,1938
24,239000,eindhoven,1972
10,439000,eindhoven,2020
21,269000,eindhoven,1972
68,795000,eindhoven,2011
26,3e+05,eindhoven,1968
127,769000,eindhoven,1989
31,390000,eindhoven,1974
34,935000,eindhoven,1980
16,350000,eindhoven,2014
37,325000,eindhoven,1928
50,339500,eindhoven,1988
38,485000,eindhoven,1938
10,455000,eindhoven,1998
26,287500,eindhoven,1994
7,325000,eindhoven,1972
42,369000,eindhoven,1997
32,310000,eindhoven,1979
10,385000,eindhoven,2003
26,325000,eindhoven,2011
19,2e+05,eindhoven,1982
14,399000,eindhoven,2012
19,279000,eindhoven,1979
21,315000,eindhoven,2013
664,695000,eindhoven,2000
20,229000,eindhoven,2009
15,265000,eindhoven,1968
7,875000,eindhoven,1957
14,265000,eindhoven,1938
20,330000,eindhoven,1970
28,250000,eindhoven,1972
49,285000,eindhoven,1993
40,575000,eindhoven,1977
19,425000,eindhoven,1998
11,295000,eindhoven,1981
20,575000,eindhoven,1789
61,325000,eindhoven,1975
14,365000,eindhoven,2017
20,4e+05,eindhoven,2016
8,4e+05,eindhoven,2017
43,519000,eindhoven,2008
14,350000,eindhoven,1986
20,275000,eindhoven,1968
27,285000,eindhoven,1987
14,485000,eindhoven,1998
21,350000,eindhoven,1956
24,375000,eindhoven,1986
21,599000,eindhoven,1998
40,225000,eindhoven,1950
6,359000,eindhoven,1921
55,925000,eindhoven,1930
13,265000,eindhoven,1962
17,339000,eindhoven,1930
13,310000,eindhoven,2011
33,335000,eindhoven,1987
25,189500,eindhoven,1970
14,309000,eindhoven,1999
19,359000,eindhoven,1928
22,250000,eindhoven,1949
72,245000,eindhoven,1972
17,399000,eindhoven,1920
24,475000,eindhoven,1995
65,250000,eindhoven,1952
8,419000,eindhoven,2017
17,365000,eindhoven,1928
12,350000,eindhoven,2017
12,318000,eindhoven,1960
45,225000,eindhoven,1983
133,399500,eindhoven,1988
16,160000,eindhoven,1974
19,350000,eindhoven,2003
78,285000,eindhoven,1987
24,347500,eindhoven,1996
41,265000,eindhoven,1937
53,250000,eindhoven,1968
24,525000,eindhoven,2003
34,289500,eindhoven,1972
30,239000,eindhoven,1974
37,198000,eindhoven,1974
9,325000,eindhoven,1953
27,439000,eindhoven,2017
22,325000,eindhoven,1977
58,250000,eindhoven,1951
11,539000,eindhoven,2002
39,379000,eindhoven,1938
30,565000,eindhoven,1935
18,425000,eindhoven,1905
42,3e+05,eindhoven,1972
21,225000,eindhoven,1960
274,630000,eindhoven,2019
255,472500,eindhoven,2020
104,344500,eindhoven,2019
17,425000,eindhoven,2003
33,350000,eindhoven,2013
41,335000,eindhoven,1996
13,350000,eindhoven,2009
45,309000,eindhoven,2012
14,275000,eindhoven,1981
13,350000,eindhoven,1974
19,275000,eindhoven,1928
14,795000,eindhoven,2014
20,340000,eindhoven,2006
33,235000,eindhoven,1980
145,425000,eindhoven,1985
17,325000,eindhoven,1961
17,250000,eindhoven,1972
75,349000,eindhoven,1935
11,475000,eindhoven,1928
75,825000,eindhoven,1930
18,275000,eindhoven,1974
39,165000,eindhoven,1976
37,150000,eindhoven,1975
28,235000,eindhoven,1989
19,450000,eindhoven,1998
14,275000,eindhoven,1970
102,465000,eindhoven,1998
13,250000,eindhoven,2010
88,3e+05,eindhoven,1965
24,3e+05,eindhoven,1939
19,699000,eindhoven,1906
39,265000,eindhoven,1948
13,325000,eindhoven,1957
38,375000,eindhoven,2020
18,275000,eindhoven,1973
31,698000,eindhoven,1905
97,453000,eindhoven,2019
32,269000,eindhoven,1929
80,357500,eindhoven,2013
19,309000,eindhoven,1956
18,225000,eindhoven,1930
43,4e+05,eindhoven,2003
35,389000,eindhoven,1988
15,449000,eindhoven,2009
69,295000,eindhoven,1921
-1,1050000,eindhoven,1986
20,520000,eindhoven,2007
10,399000,eindhoven,2012
21,395000,eindhoven,1996
35,319000,eindhoven,1979
80,315000,eindhoven,1938
5,225000,eindhoven,1965
48,389000,eindhoven,1954
33,350000,eindhoven,2012
44,389000,eindhoven,1973
16,575000,eindhoven,2015
42,145000,eindhoven,2010
71,265000,eindhoven,1929
3,280000,eindhoven,2007
2,157500,eindhoven,1974
26,375000,eindhoven,1935
19,3e+05,eindhoven,1990
106,350000,eindhoven,1985
25,250000,eindhoven,1926
16,249000,eindhoven,1935
16,365000,eindhoven,1935
13,250000,eindhoven,1969
16,340000,eindhoven,1990
19,219000,eindhoven,1947
26,225000,eindhoven,1965
18,295000,eindhoven,1935
11,215000,eindhoven,1968
13,280000,eindhoven,2000
19,265000,eindhoven,1963
12,199950,eindhoven,1959
20,275000,eindhoven,1967
10,675000,eindhoven,1923
14,425000,eindhoven,2003
13,289500,eindhoven,1998
30,215000,eindhoven,1973
16,3e+05,eindhoven,1981
39,295000,eindhoven,1968
13,229500,eindhoven,2011
56,375000,eindhoven,2006
63,387500,eindhoven,2020
89,387500,eindhoven,2020
234,387500,eindhoven,2020
234,387500,eindhoven,2020
59,437500,eindhoven,2020
166,555000,eindhoven,2020
234,387500,eindhoven,2020
234,472500,eindhoven,2020
206,472500,eindhoven,2020
112,432500,eindhoven,2020
228,492500,eindhoven,2020
178,350000,eindhoven,2020
63,527500,eindhoven,2020
234,387500,eindhoven,2020
234,437500,eindhoven,2019
22,150000,eindhoven,1976
31,550000,eindhoven,1930
15,230000,eindhoven,1968
35,1350000,eindhoven,1960
9,5e+05,eindhoven,1998
9,395000,eindhoven,1926
16,275000,eindhoven,1974
35,425000,eindhoven,1938
1,185000,eindhoven,1990
23,289500,eindhoven,1991
34,375000,eindhoven,2014
16,310000,eindhoven,2006
15,399000,eindhoven,2003
7,225000,eindhoven,1960
14,3e+05,eindhoven,2011
14,995000,eindhoven,1929
109,1600000,eindhoven,1984
15,275000,eindhoven,1962
17,479000,eindhoven,1994
48,469500,eindhoven,2008
28,335000,eindhoven,1937
22,270000,eindhoven,1981
22,275000,eindhoven,1972
42,275000,eindhoven,1953
35,350000,eindhoven,1934
21,410000,eindhoven,2009
30,275000,eindhoven,1930
22,369000,eindhoven,1926
18,250000,eindhoven,1979
23,210000,eindhoven,1976
82,561500,eindhoven,2019
21,4e+05,eindhoven,1930
28,250000,eindhoven,1953
15,225000,eindhoven,1955
108,695000,eindhoven,1995
-1,289000,eindhoven,1974
43,155000,eindhoven,1975
165,585000,eindhoven,1938
-7,535000,eindhoven,1932
17,389000,eindhoven,1927
15,259500,eindhoven,2011
22,239085,eindhoven,1967
38,1895000,eindhoven,1924
23,155000,eindhoven,2010
40,265000,eindhoven,1981
17,265000,eindhoven,1979
14,325000,eindhoven,1935
13,339500,eindhoven,1930
32,350000,eindhoven,1989
18,450000,eindhoven,1935
202,499000,eindhoven,1972
17,725000,eindhoven,1995
23,250000,eindhoven,1930
11,447500,eindhoven,1975
27,375000,eindhoven,2009
20,250000,eindhoven,1973
324,665000,eindhoven,1990
109,450000,eindhoven,2007
8,209000,eindhoven,1930
384,650000,eindhoven,2003
16,325000,eindhoven,2008
23,345000,eindhoven,1998
17,239500,eindhoven,1955
37,325000,eindhoven,1953
193,3e+05,eindhoven,1961
12,280000,eindhoven,2007
1,375000,eindhoven,1955
12,275000,eindhoven,1961
13,325000,eindhoven,1935
28,298000,eindhoven,1935
21,245000,eindhoven,1960
16,250000,eindhoven,1955
3,325000,eindhoven,1975
8,295000,eindhoven,1991
59,750000,eindhoven,2005
18,950000,eindhoven,1955
24,319000,eindhoven,1981
34,159000,eindhoven,1980
80,495000,eindhoven,2006
113,595000,eindhoven,1994
18,255000,eindhoven,1956
18,310000,eindhoven,2003
20,325000,eindhoven,1974
45,450000,eindhoven,1930
23,375000,eindhoven,1929
17,259500,eindhoven,2011
24,499000,eindhoven,1994
26,250000,eindhoven,1931
58,349500,eindhoven,1987
51,350000,eindhoven,1998
114,695000,eindhoven,1979
14,375000,eindhoven,1954
20,225000,eindhoven,1948
13,895000,eindhoven,1992
16,339000,eindhoven,1977
4,880000,eindhoven,2017
5,3e+05,eindhoven,1977
0,169500,eindhoven,1948
19,245000,eindhoven,1960
18,385000,eindhoven,1936
34,389500,eindhoven,2006
12,275000,eindhoven,1964
18,375000,eindhoven,1996
27,425000,eindhoven,1935
10,175000,eindhoven,1965
17,475000,eindhoven,2002
21,425000,eindhoven,1936
62,4e+05,eindhoven,2009
11,489000,eindhoven,1938
9,475000,eindhoven,1950
15,369000,eindhoven,1994
47,490000,eindhoven,2020
77,634000,eindhoven,2019
18,239500,eindhoven,1981
16,3e+05,eindhoven,1999
14,255000,eindhoven,1935
18,250000,eindhoven,1962
25,4e+05,eindhoven,1991
10,275000,eindhoven,1972
20,265000,eindhoven,2016
31,175000,eindhoven,1975
84,425000,eindhoven,2009
34,495000,eindhoven,1934
10,149500,eindhoven,1975
18,275000,eindhoven,1972
16,259000,eindhoven,2000
15,305000,eindhoven,1968
1,515000,eindhoven,1999
0,310000,eindhoven,1993
23,595000,eindhoven,1992
18,289000,eindhoven,1965
13,2e+05,eindhoven,1968
9,280000,eindhoven,1991
23,382500,eindhoven,2013
31,325000,eindhoven,1975
20,184500,eindhoven,1965
9,2e+05,eindhoven,1969
7,395000,eindhoven,1934
21,325000,eindhoven,1934
19,3e+05,eindhoven,1934
54,349000,eindhoven,2001
38,369000,eindhoven,1985
13,285000,eindhoven,1987
12,265000,eindhoven,1967
19,345000,eindhoven,1928
21,615000,eindhoven,1976
18,399000,eindhoven,1964
20,425000,eindhoven,1938
96,3e+05,eindhoven,1929
3,169500,eindhoven,1976
24,295000,eindhoven,1938
11,299000,eindhoven,1975
21,599000,eindhoven,1920
14,175000,eindhoven,1972
13,250000,eindhoven,1962
9,385000,eindhoven,2017
249,195000,eindhoven,1929
21,169000,eindhoven,1978
6,235000,eindhoven,1963
42,475000,eindhoven,1980
10,270000,eindhoven,1953
14,295000,eindhoven,1999
21,365000,eindhoven,1930
175,369500,eindhoven,1988
45,225000,eindhoven,1953
0,285000,eindhoven,1968
12,325000,eindhoven,1988
17,275000,eindhoven,1973
34,325000,eindhoven,1928
21,3e+05,eindhoven,1999
13,2e+05,eindhoven,1981
36,225000,eindhoven,1981
14,339000,eindhoven,2000
15,350000,eindhoven,1929
21,150000,eindhoven,1969
24,599000,eindhoven,1979
144,399000,eindhoven,1970
11,199000,eindhoven,1955
353,874500,eindhoven,2000
36,669000,eindhoven,1989
8,310000,eindhoven,1995
-1,850000,eindhoven,1933
17,360000,eindhoven,1972
8,350000,eindhoven,1996
16,295000,eindhoven,1998
27,3e+05,eindhoven,1989
16,225000,eindhoven,1955
13,285000,eindhoven,1966
15,209000,eindhoven,1978
14,325000,eindhoven,1930
20,339500,eindhoven,1929
15,395000,eindhoven,1938
19,350000,eindhoven,1928
7,325000,eindhoven,1928
16,225000,eindhoven,1973
126,750000,eindhoven,2002
20,325000,eindhoven,2012
19,3e+05,eindhoven,1955
23,235000,eindhoven,1963
338,798000,eindhoven,1998
0,325000,eindhoven,2012
30,2e+05,eindhoven,1937
15,450000,eindhoven,1959
18,250000,eindhoven,1988
13,289000,eindhoven,1934
18,179500,eindhoven,1948
11,285000,eindhoven,1950
12,250000,eindhoven,1974
18,350000,eindhoven,1979
27,309000,eindhoven,1978
22,239000,eindhoven,1974
32,515000,eindhoven,2003
33,269000,eindhoven,1974
18,375000,eindhoven,1986
21,290000,eindhoven,2002
16,399000,eindhoven,1985
20,260000,eindhoven,1972
27,3e+05,eindhoven,1982
21,250000,eindhoven,1953
21,795000,eindhoven,1980
15,325000,eindhoven,1967
18,275000,eindhoven,1938
16,250000,eindhoven,1972
24,150000,eindhoven,1969
82,289000,eindhoven,1963
-3,309000,eindhoven,1993
8,695000,eindhoven,2005
973,850000,eindhoven,1928
13,209000,eindhoven,1972
19,365000,eindhoven,2012
0,310000,eindhoven,2008
17,335000,eindhoven,2003
27,3e+05,eindhoven,2010
17,475000,eindhoven,1938
51,375000,eindhoven,1998
16,325000,eindhoven,1932
7,419500,eindhoven,2001
9,225000,eindhoven,1980
15,225000,eindhoven,1978
30,250000,eindhoven,1963
45,379000,eindhoven,1986
14,325000,eindhoven,1906
13,250000,eindhoven,1923
18,225000,eindhoven,2002
30,215000,eindhoven,1978
29,275000,eindhoven,1998
20,239500,eindhoven,1980
18,275000,eindhoven,2002
14,175000,eindhoven,1960
10,325000,eindhoven,1963
12,499000,eindhoven,1937
11,409000,eindhoven,2017
20,525000,eindhoven,1932
18,314000,eindhoven,1979
20,395000,eindhoven,2017
18,315000,eindhoven,1986
